"Código","Unidade Territorial","UF","Referência","Quantidade de famílias beneficiárias do Programa Bolsa Família em situação de trabalho infantil","Quantidade de pessoas beneficiárias do Programa Bolsa Família em situação de trabalho infantil"
"410690","CURITIBA","PR","01/2026","12","21"
"410240","BANDEIRANTES","PR","01/2026","1","1"
"410550","CIANORTE","PR","01/2026","0","0"
"411570","MATINHOS","PR","01/2026","1","2"
"411430","MANDIRITUBA","PR","01/2026","0","0"
"411300","JUSSARA","PR","01/2026","0","0"
"410712","DIAMANTE DO SUL","PR","01/2026","0","0"
"410120","ANTONINA","PR","01/2026","1","1"
"411840","PARANAVAÍ","PR","01/2026","0","0"
"412060","PRUDENTÓPOLIS","PR","01/2026","1","1"
"412300","SALTO DO LONTRA","PR","01/2026","1","1"
"410442","CANDÓI","PR","01/2026","1","1"
"410580","COLOMBO","PR","01/2026","1","1"
"411450","MANOEL RIBAS","PR","01/2026","3","5"
"410480","CASCAVEL","PR","01/2026","9","11"
"410990","ICARAÍMA","PR","01/2026","1","1"
"412627","SAUDADE DO IGUAÇU","PR","01/2026","0","0"
"412550","SÃO JOSÉ DOS PINHAIS","PR","01/2026","13","19"
"411950","PIRAQUARA","PR","01/2026","5","8"
"412217","RIO BRANCO DO IVAÍ","PR","01/2026","1","1"
"411545","MARQUINHO","PR","01/2026","4","4"
"411820","PARANAGUÁ","PR","01/2026","1","1"
"412863","DOUTOR ULYSSES","PR","01/2026","1","1"
"412175","RESERVA DO IGUAÇU","PR","01/2026","33","51"
"412770","TOLEDO","PR","01/2026","0","0"
"411560","MATELÂNDIA","PR","01/2026","0","0"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","01/2026","3","5"
"410140","APUCARANA","PR","01/2026","2","2"
"410840","FRANCISCO BELTRÃO","PR","01/2026","2","2"
"411930","PINHÃO","PR","01/2026","0","0"
"410305","BOA VISTA DA APARECIDA","PR","01/2026","1","1"
"411885","PEROBAL","PR","01/2026","0","0"
"412800","UBIRATÃ","PR","01/2026","0","0"
"410510","CENTENÁRIO DO SUL","PR","01/2026","0","0"
"410440","CÂNDIDO DE ABREU","PR","01/2026","0","0"
"412710","TELÊMACO BORBA","PR","01/2026","1","1"
"412370","SANTA ISABEL DO IVAÍ","PR","01/2026","0","0"
"410420","CAMPO LARGO","PR","01/2026","0","0"
"411180","JACAREZINHO","PR","01/2026","0","0"
"410040","ALMIRANTE TAMANDARÉ","PR","01/2026","1","1"
"410100","AMPÉRE","PR","01/2026","0","0"
"410753","ENTRE RIOS DO OESTE","PR","01/2026","0","0"
"411573","MATO RICO","PR","01/2026","1","1"
"412780","TOMAZINA","PR","01/2026","0","0"
"411370","LONDRINA","PR","01/2026","2","2"
"412100","QUERÊNCIA DO NORTE","PR","01/2026","0","0"
"411130","ITAÚNA DO SUL","PR","01/2026","1","1"
"412410","SANTO ANTÔNIO DA PLATINA","PR","01/2026","2","2"
"412810","UMUARAMA","PR","01/2026","2","2"
"411585","MERCEDES","PR","01/2026","0","0"
"411580","MEDIANEIRA","PR","01/2026","0","0"
"410765","FAZENDA RIO GRANDE","PR","01/2026","4","6"
"411350","LOANDA","PR","01/2026","0","0"
"410880","GUAÍRA","PR","01/2026","0","0"
"411520","MARINGÁ","PR","01/2026","2","2"
"410230","BALSA NOVA","PR","01/2026","0","0"
"410395","CAMPINA DO SIMÃO","PR","01/2026","1","1"
"410080","ALVORADA DO SUL","PR","01/2026","1","1"
"410180","ARAUCÁRIA","PR","01/2026","2","2"
"410430","CAMPO MOURÃO","PR","01/2026","2","2"
"411780","PALMITAL","PR","01/2026","0","0"
"412240","ROLÂNDIA","PR","01/2026","1","1"
"411725","NOVA PRATA DO IGUAÇU","PR","01/2026","0","0"
"411990","PONTA GROSSA","PR","01/2026","9","16"
"410020","ADRIANÓPOLIS","PR","01/2026","8","8"
"410650","CORONEL VIVIDA","PR","01/2026","1","1"
"410304","BOA VENTURA DE SÃO ROQUE","PR","01/2026","0","0"
"412625","SARANDI","PR","01/2026","0","0"
"410150","ARAPONGAS","PR","01/2026","1","1"
"410260","BARRACÃO","PR","01/2026","1","1"
"411960","PITANGA","PR","01/2026","0","0"
"412667","TAMARANA","PR","01/2026","1","1"
"412740","TERRA ROXA","PR","01/2026","1","1"
"410940","GUARAPUAVA","PR","01/2026","2","4"
"411705","NOVA LARANJEIRAS","PR","01/2026","1","1"
"411580","MEDIANEIRA","PR","12/2025","2","2"
"410880","GUAÍRA","PR","12/2025","0","0"
"412090","QUEDAS DO IGUAÇU","PR","12/2025","1","1"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","12/2025","2","4"
"410180","ARAUCÁRIA","PR","12/2025","1","1"
"411573","MATO RICO","PR","12/2025","1","1"
"412217","RIO BRANCO DO IVAÍ","PR","12/2025","1","1"
"411930","PINHÃO","PR","12/2025","0","0"
"410140","APUCARANA","PR","12/2025","2","2"
"412625","SARANDI","PR","12/2025","0","0"
"410510","CENTENÁRIO DO SUL","PR","12/2025","0","0"
"411180","JACAREZINHO","PR","12/2025","0","0"
"411585","MERCEDES","PR","12/2025","0","0"
"412410","SANTO ANTÔNIO DA PLATINA","PR","12/2025","2","2"
"410230","BALSA NOVA","PR","12/2025","0","0"
"411350","LOANDA","PR","12/2025","0","0"
"411885","PEROBAL","PR","12/2025","0","0"
"412780","TOMAZINA","PR","12/2025","0","0"
"412550","SÃO JOSÉ DOS PINHAIS","PR","12/2025","14","20"
"410395","CAMPINA DO SIMÃO","PR","12/2025","1","1"
"411780","PALMITAL","PR","12/2025","0","0"
"410430","CAMPO MOURÃO","PR","12/2025","2","2"
"410020","ADRIANÓPOLIS","PR","12/2025","8","8"
"412667","TAMARANA","PR","12/2025","1","1"
"410305","BOA VISTA DA APARECIDA","PR","12/2025","1","1"
"410150","ARAPONGAS","PR","12/2025","1","1"
"411710","NOVA LONDRINA","PR","12/2025","1","1"
"410850","GENERAL CARNEIRO","PR","12/2025","1","1"
"411570","MATINHOS","PR","12/2025","1","2"
"411990","PONTA GROSSA","PR","12/2025","8","15"
"411300","JUSSARA","PR","12/2025","0","0"
"410442","CANDÓI","PR","12/2025","1","1"
"412810","UMUARAMA","PR","12/2025","3","3"
"410990","ICARAÍMA","PR","12/2025","1","1"
"411450","MANOEL RIBAS","PR","12/2025","3","5"
"410830","FOZ DO IGUAÇU","PR","12/2025","17","28"
"410712","DIAMANTE DO SUL","PR","12/2025","0","0"
"410580","COLOMBO","PR","12/2025","2","2"
"410550","CIANORTE","PR","12/2025","0","0"
"410690","CURITIBA","PR","12/2025","12","21"
"410240","BANDEIRANTES","PR","12/2025","1","1"
"412740","TERRA ROXA","PR","12/2025","1","1"
"411210","JANDAIA DO SUL","PR","12/2025","0","0"
"412060","PRUDENTÓPOLIS","PR","12/2025","1","1"
"410304","BOA VENTURA DE SÃO ROQUE","PR","12/2025","0","0"
"411705","NOVA LARANJEIRAS","PR","12/2025","0","0"
"412300","SALTO DO LONTRA","PR","12/2025","1","1"
"411430","MANDIRITUBA","PR","12/2025","0","0"
"410260","BARRACÃO","PR","12/2025","1","1"
"411960","PITANGA","PR","12/2025","0","0"
"412150","REBOUÇAS","PR","12/2025","1","1"
"411915","PINHAIS","PR","12/2025","2","2"
"411370","LONDRINA","PR","12/2025","3","3"
"410650","CORONEL VIVIDA","PR","12/2025","1","1"
"412240","ROLÂNDIA","PR","12/2025","1","1"
"411725","NOVA PRATA DO IGUAÇU","PR","12/2025","0","0"
"410080","ALVORADA DO SUL","PR","12/2025","1","1"
"412770","TOLEDO","PR","12/2025","0","0"
"412100","QUERÊNCIA DO NORTE","PR","12/2025","0","0"
"411520","MARINGÁ","PR","12/2025","3","3"
"411820","PARANAGUÁ","PR","12/2025","1","1"
"410753","ENTRE RIOS DO OESTE","PR","12/2025","0","0"
"410765","FAZENDA RIO GRANDE","PR","12/2025","5","7"
"411130","ITAÚNA DO SUL","PR","12/2025","1","1"
"411950","PIRAQUARA","PR","12/2025","5","8"
"410170","ARARUNA","PR","12/2025","1","1"
"410100","AMPÉRE","PR","12/2025","0","0"
"410840","FRANCISCO BELTRÃO","PR","12/2025","1","1"
"412800","UBIRATÃ","PR","12/2025","0","0"
"410120","ANTONINA","PR","12/2025","1","1"
"411560","MATELÂNDIA","PR","12/2025","0","0"
"412863","DOUTOR ULYSSES","PR","12/2025","1","1"
"412175","RESERVA DO IGUAÇU","PR","12/2025","33","53"
"411080","IRETAMA","PR","12/2025","0","0"
"410480","CASCAVEL","PR","12/2025","8","10"
"411980","PLANALTO","PR","12/2025","1","1"
"410940","GUARAPUAVA","PR","12/2025","3","5"
"410040","ALMIRANTE TAMANDARÉ","PR","12/2025","1","1"
"410440","CÂNDIDO DE ABREU","PR","12/2025","0","0"
"411545","MARQUINHO","PR","12/2025","4","4"
"411250","JARDIM ALEGRE","PR","12/2025","2","2"
"411680","NOVA CANTU","PR","12/2025","1","1"
"411200","JAGUARIAÍVA","PR","12/2025","1","1"
"410680","CRUZ MACHADO","PR","12/2025","1","1"
"411200","JAGUARIAÍVA","PR","11/2025","1","1"
"411330","LARANJEIRAS DO SUL","PR","11/2025","0","0"
"410680","CRUZ MACHADO","PR","11/2025","1","1"
"411250","JARDIM ALEGRE","PR","11/2025","2","2"
"412240","ROLÂNDIA","PR","11/2025","1","1"
"410690","CURITIBA","PR","11/2025","12","22"
"410830","FOZ DO IGUAÇU","PR","11/2025","18","29"
"410940","GUARAPUAVA","PR","11/2025","4","6"
"411980","PLANALTO","PR","11/2025","1","1"
"411210","JANDAIA DO SUL","PR","11/2025","0","0"
"412770","TOLEDO","PR","11/2025","1","1"
"411710","NOVA LONDRINA","PR","11/2025","1","1"
"412780","TOMAZINA","PR","11/2025","0","0"
"411545","MARQUINHO","PR","11/2025","2","2"
"411705","NOVA LARANJEIRAS","PR","11/2025","0","0"
"410150","ARAPONGAS","PR","11/2025","1","1"
"410260","BARRACÃO","PR","11/2025","1","1"
"412740","TERRA ROXA","PR","11/2025","0","0"
"410304","BOA VENTURA DE SÃO ROQUE","PR","11/2025","0","0"
"411573","MATO RICO","PR","11/2025","2","2"
"412090","QUEDAS DO IGUAÇU","PR","11/2025","1","1"
"410020","ADRIANÓPOLIS","PR","11/2025","10","10"
"411570","MATINHOS","PR","11/2025","1","2"
"410230","BALSA NOVA","PR","11/2025","0","0"
"410580","COLOMBO","PR","11/2025","1","1"
"411915","PINHAIS","PR","11/2025","2","2"
"412100","QUERÊNCIA DO NORTE","PR","11/2025","0","0"
"412550","SÃO JOSÉ DOS PINHAIS","PR","11/2025","15","21"
"410080","ALVORADA DO SUL","PR","11/2025","1","1"
"411780","PALMITAL","PR","11/2025","0","0"
"410395","CAMPINA DO SIMÃO","PR","11/2025","1","1"
"412175","RESERVA DO IGUAÇU","PR","11/2025","35","57"
"412667","TAMARANA","PR","11/2025","1","1"
"410120","ANTONINA","PR","11/2025","1","1"
"411520","MARINGÁ","PR","11/2025","2","2"
"411725","NOVA PRATA DO IGUAÇU","PR","11/2025","2","2"
"410765","FAZENDA RIO GRANDE","PR","11/2025","5","7"
"410040","ALMIRANTE TAMANDARÉ","PR","11/2025","1","1"
"412410","SANTO ANTÔNIO DA PLATINA","PR","11/2025","2","2"
"411130","ITAÚNA DO SUL","PR","11/2025","1","1"
"412800","UBIRATÃ","PR","11/2025","1","2"
"410880","GUAÍRA","PR","11/2025","0","0"
"410170","ARARUNA","PR","11/2025","1","1"
"412810","UMUARAMA","PR","11/2025","2","2"
"411370","LONDRINA","PR","11/2025","2","2"
"411585","MERCEDES","PR","11/2025","0","0"
"411180","JACAREZINHO","PR","11/2025","0","0"
"410753","ENTRE RIOS DO OESTE","PR","11/2025","0","0"
"411885","PEROBAL","PR","11/2025","0","0"
"410600","CONGONHINHAS","PR","11/2025","1","1"
"410440","CÂNDIDO DE ABREU","PR","11/2025","0","0"
"410510","CENTENÁRIO DO SUL","PR","11/2025","0","0"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","11/2025","2","4"
"410430","CAMPO MOURÃO","PR","11/2025","1","1"
"412625","SARANDI","PR","11/2025","0","0"
"411560","MATELÂNDIA","PR","11/2025","0","0"
"411930","PINHÃO","PR","11/2025","0","0"
"410180","ARAUCÁRIA","PR","11/2025","1","1"
"412863","DOUTOR ULYSSES","PR","11/2025","1","1"
"411820","PARANAGUÁ","PR","11/2025","1","1"
"412060","PRUDENTÓPOLIS","PR","11/2025","1","1"
"410140","APUCARANA","PR","11/2025","2","2"
"411950","PIRAQUARA","PR","11/2025","6","9"
"412217","RIO BRANCO DO IVAÍ","PR","11/2025","1","1"
"410480","CASCAVEL","PR","11/2025","10","12"
"411580","MEDIANEIRA","PR","11/2025","1","1"
"410990","ICARAÍMA","PR","11/2025","0","0"
"410442","CANDÓI","PR","11/2025","1","1"
"411450","MANOEL RIBAS","PR","11/2025","3","5"
"411960","PITANGA","PR","11/2025","0","0"
"410550","CIANORTE","PR","11/2025","0","0"
"411990","PONTA GROSSA","PR","11/2025","10","19"
"410650","CORONEL VIVIDA","PR","11/2025","1","1"
"410840","FRANCISCO BELTRÃO","PR","11/2025","0","0"
"412460","SÃO CARLOS DO IVAÍ","PR","11/2025","0","0"
"410712","DIAMANTE DO SUL","PR","11/2025","0","0"
"410975","IBEMA","PR","11/2025","1","1"
"411300","JUSSARA","PR","11/2025","0","0"
"411705","NOVA LARANJEIRAS","PR","10/2025","0","0"
"412550","SÃO JOSÉ DOS PINHAIS","PR","10/2025","18","24"
"412667","TAMARANA","PR","10/2025","1","1"
"411780","PALMITAL","PR","10/2025","0","0"
"410180","ARAUCÁRIA","PR","10/2025","1","1"
"410480","CASCAVEL","PR","10/2025","11","13"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","10/2025","2","4"
"411960","PITANGA","PR","10/2025","0","0"
"411990","PONTA GROSSA","PR","10/2025","10","19"
"411520","MARINGÁ","PR","10/2025","1","1"
"411580","MEDIANEIRA","PR","10/2025","2","2"
"410990","ICARAÍMA","PR","10/2025","0","0"
"410765","FAZENDA RIO GRANDE","PR","10/2025","4","6"
"410395","CAMPINA DO SIMÃO","PR","10/2025","1","1"
"411360","LOBATO","PR","10/2025","0","0"
"410040","ALMIRANTE TAMANDARÉ","PR","10/2025","1","1"
"411820","PARANAGUÁ","PR","10/2025","1","1"
"411725","NOVA PRATA DO IGUAÇU","PR","10/2025","2","2"
"412810","UMUARAMA","PR","10/2025","2","2"
"412410","SANTO ANTÔNIO DA PLATINA","PR","10/2025","2","2"
"412770","TOLEDO","PR","10/2025","1","1"
"411573","MATO RICO","PR","10/2025","2","2"
"410442","CANDÓI","PR","10/2025","1","1"
"411130","ITAÚNA DO SUL","PR","10/2025","1","1"
"410170","ARARUNA","PR","10/2025","1","1"
"412090","QUEDAS DO IGUAÇU","PR","10/2025","1","1"
"411585","MERCEDES","PR","10/2025","0","0"
"410600","CONGONHINHAS","PR","10/2025","1","1"
"411370","LONDRINA","PR","10/2025","2","2"
"410580","COLOMBO","PR","10/2025","1","1"
"410753","ENTRE RIOS DO OESTE","PR","10/2025","0","0"
"410420","CAMPO LARGO","PR","10/2025","0","0"
"410550","CIANORTE","PR","10/2025","0","0"
"411180","JACAREZINHO","PR","10/2025","0","0"
"410490","CASTRO","PR","10/2025","0","0"
"410130","ANTÔNIO OLINTO","PR","10/2025","1","2"
"411980","PLANALTO","PR","10/2025","1","1"
"410510","CENTENÁRIO DO SUL","PR","10/2025","0","0"
"410440","CÂNDIDO DE ABREU","PR","10/2025","0","0"
"410230","BALSA NOVA","PR","10/2025","0","0"
"410430","CAMPO MOURÃO","PR","10/2025","1","1"
"412400","SANTANA DO ITARARÉ","PR","10/2025","1","1"
"411560","MATELÂNDIA","PR","10/2025","0","0"
"411545","MARQUINHO","PR","10/2025","2","2"
"412100","QUERÊNCIA DO NORTE","PR","10/2025","0","0"
"411450","MANOEL RIBAS","PR","10/2025","3","4"
"411915","PINHAIS","PR","10/2025","4","4"
"411930","PINHÃO","PR","10/2025","0","0"
"410840","FRANCISCO BELTRÃO","PR","10/2025","0","0"
"410650","CORONEL VIVIDA","PR","10/2025","1","1"
"412660","SIQUEIRA CAMPOS","PR","10/2025","1","1"
"412175","RESERVA DO IGUAÇU","PR","10/2025","36","59"
"411210","JANDAIA DO SUL","PR","10/2025","0","0"
"411730","ORTIGUEIRA","PR","10/2025","1","1"
"411710","NOVA LONDRINA","PR","10/2025","1","1"
"411300","JUSSARA","PR","10/2025","0","0"
"410975","IBEMA","PR","10/2025","1","1"
"410140","APUCARANA","PR","10/2025","1","1"
"410830","FOZ DO IGUAÇU","PR","10/2025","21","34"
"412863","DOUTOR ULYSSES","PR","10/2025","1","1"
"410690","CURITIBA","PR","10/2025","12","22"
"412217","RIO BRANCO DO IVAÍ","PR","10/2025","1","1"
"410304","BOA VENTURA DE SÃO ROQUE","PR","10/2025","0","0"
"410940","GUARAPUAVA","PR","10/2025","4","6"
"410880","GUAÍRA","PR","10/2025","0","0"
"412740","TERRA ROXA","PR","10/2025","0","0"
"410150","ARAPONGAS","PR","10/2025","1","1"
"410260","BARRACÃO","PR","10/2025","1","1"
"412570","SÃO MIGUEL DO IGUAÇU","PR","10/2025","0","0"
"410020","ADRIANÓPOLIS","PR","10/2025","11","11"
"412460","SÃO CARLOS DO IVAÍ","PR","10/2025","0","0"
"412060","PRUDENTÓPOLIS","PR","10/2025","2","2"
"411950","PIRAQUARA","PR","10/2025","8","11"
"412780","TOMAZINA","PR","10/2025","0","0"
"412800","UBIRATÃ","PR","10/2025","2","3"
"412240","ROLÂNDIA","PR","10/2025","1","1"
"411900","PÉROLA DOESTE","PR","10/2025","0","0"
"410120","ANTONINA","PR","10/2025","1","1"
"410712","DIAMANTE DO SUL","PR","10/2025","0","0"
"411570","MATINHOS","PR","10/2025","1","2"
"411250","JARDIM ALEGRE","PR","10/2025","2","2"
"411200","JAGUARIAÍVA","PR","10/2025","1","1"
"410680","CRUZ MACHADO","PR","10/2025","1","1"
"411330","LARANJEIRAS DO SUL","PR","10/2025","0","0"
"411330","LARANJEIRAS DO SUL","PR","09/2025","0","0"
"411250","JARDIM ALEGRE","PR","09/2025","2","2"
"410680","CRUZ MACHADO","PR","09/2025","1","1"
"411200","JAGUARIAÍVA","PR","09/2025","1","1"
"412800","UBIRATÃ","PR","09/2025","2","3"
"412175","RESERVA DO IGUAÇU","PR","09/2025","37","61"
"411570","MATINHOS","PR","09/2025","1","2"
"410690","CURITIBA","PR","09/2025","12","22"
"411573","MATO RICO","PR","09/2025","2","2"
"412217","RIO BRANCO DO IVAÍ","PR","09/2025","1","1"
"410130","ANTÔNIO OLINTO","PR","09/2025","1","2"
"410550","CIANORTE","PR","09/2025","0","0"
"410880","GUAÍRA","PR","09/2025","0","0"
"411725","NOVA PRATA DO IGUAÇU","PR","09/2025","2","2"
"411710","NOVA LONDRINA","PR","09/2025","1","1"
"412667","TAMARANA","PR","09/2025","1","1"
"412170","RESERVA","PR","09/2025","0","0"
"410430","CAMPO MOURÃO","PR","09/2025","1","1"
"411820","PARANAGUÁ","PR","09/2025","1","1"
"410960","GUARATUBA","PR","09/2025","1","1"
"412460","SÃO CARLOS DO IVAÍ","PR","09/2025","0","0"
"410480","CASCAVEL","PR","09/2025","12","14"
"411560","MATELÂNDIA","PR","09/2025","0","0"
"412740","TERRA ROXA","PR","09/2025","0","0"
"411900","PÉROLA DOESTE","PR","09/2025","0","0"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","09/2025","2","4"
"411520","MARINGÁ","PR","09/2025","1","1"
"412400","SANTANA DO ITARARÉ","PR","09/2025","1","1"
"412240","ROLÂNDIA","PR","09/2025","1","1"
"410975","IBEMA","PR","09/2025","1","1"
"412863","DOUTOR ULYSSES","PR","09/2025","1","1"
"412770","TOLEDO","PR","09/2025","2","2"
"412570","SÃO MIGUEL DO IGUAÇU","PR","09/2025","0","0"
"411960","PITANGA","PR","09/2025","0","0"
"412090","QUEDAS DO IGUAÇU","PR","09/2025","1","1"
"410140","APUCARANA","PR","09/2025","2","2"
"410120","ANTONINA","PR","09/2025","1","1"
"410753","ENTRE RIOS DO OESTE","PR","09/2025","0","0"
"411370","LONDRINA","PR","09/2025","2","2"
"410990","ICARAÍMA","PR","09/2025","0","0"
"410395","CAMPINA DO SIMÃO","PR","09/2025","1","1"
"410580","COLOMBO","PR","09/2025","1","1"
"410765","FAZENDA RIO GRANDE","PR","09/2025","4","6"
"410940","GUARAPUAVA","PR","09/2025","4","6"
"410040","ALMIRANTE TAMANDARÉ","PR","09/2025","1","1"
"412410","SANTO ANTÔNIO DA PLATINA","PR","09/2025","2","2"
"410712","DIAMANTE DO SUL","PR","09/2025","0","0"
"411480","MARIALVA","PR","09/2025","1","1"
"412210","RIO BOM","PR","09/2025","0","0"
"411545","MARQUINHO","PR","09/2025","2","2"
"411450","MANOEL RIBAS","PR","09/2025","3","4"
"411990","PONTA GROSSA","PR","09/2025","10","19"
"411130","ITAÚNA DO SUL","PR","09/2025","1","1"
"412810","UMUARAMA","PR","09/2025","2","2"
"411915","PINHAIS","PR","09/2025","4","4"
"410865","GOIOXIM","PR","09/2025","1","1"
"411930","PINHÃO","PR","09/2025","0","0"
"411210","JANDAIA DO SUL","PR","09/2025","0","0"
"411950","PIRAQUARA","PR","09/2025","9","12"
"410600","CONGONHINHAS","PR","09/2025","1","1"
"412550","SÃO JOSÉ DOS PINHAIS","PR","09/2025","17","23"
"412660","SIQUEIRA CAMPOS","PR","09/2025","1","1"
"410840","FRANCISCO BELTRÃO","PR","09/2025","0","0"
"411730","ORTIGUEIRA","PR","09/2025","1","1"
"410150","ARAPONGAS","PR","09/2025","2","2"
"411360","LOBATO","PR","09/2025","0","0"
"410260","BARRACÃO","PR","09/2025","1","1"
"410170","ARARUNA","PR","09/2025","1","1"
"410830","FOZ DO IGUAÇU","PR","09/2025","21","34"
"410490","CASTRO","PR","09/2025","0","0"
"410442","CANDÓI","PR","09/2025","1","1"
"410700","CURIÚVA","PR","09/2025","0","0"
"410440","CÂNDIDO DE ABREU","PR","09/2025","0","0"
"411180","JACAREZINHO","PR","09/2025","0","0"
"410304","BOA VENTURA DE SÃO ROQUE","PR","09/2025","0","0"
"412100","QUERÊNCIA DO NORTE","PR","09/2025","0","0"
"411780","PALMITAL","PR","09/2025","0","0"
"410420","CAMPO LARGO","PR","09/2025","0","0"
"411440","MANGUEIRINHA","PR","09/2025","1","1"
"411980","PLANALTO","PR","09/2025","1","1"
"411460","MARECHAL CÂNDIDO RONDON","PR","09/2025","0","0"
"412060","PRUDENTÓPOLIS","PR","09/2025","2","2"
"411705","NOVA LARANJEIRAS","PR","09/2025","0","0"
"412220","RIO BRANCO DO SUL","PR","09/2025","1","1"
"411300","JUSSARA","PR","09/2025","0","0"
"410230","BALSA NOVA","PR","09/2025","0","0"
"412480","SÃO JOÃO","PR","09/2025","0","0"
"410510","CENTENÁRIO DO SUL","PR","09/2025","0","0"
"410020","ADRIANÓPOLIS","PR","09/2025","11","11"
"411580","MEDIANEIRA","PR","09/2025","3","3"
"412710","TELÊMACO BORBA","PR","09/2025","0","0"
"410715","DIAMANTE DOESTE","PR","09/2025","1","1"
"410180","ARAUCÁRIA","PR","09/2025","0","0"
"412410","SANTO ANTÔNIO DA PLATINA","PR","08/2025","2","2"
"412090","QUEDAS DO IGUAÇU","PR","08/2025","1","1"
"412800","UBIRATÃ","PR","08/2025","2","3"
"410345","CAFELÂNDIA","PR","08/2025","0","0"
"411750","PAIÇANDU","PR","08/2025","1","1"
"412300","SALTO DO LONTRA","PR","08/2025","0","0"
"411050","IPIRANGA","PR","08/2025","0","0"
"410200","ASSIS CHATEAUBRIAND","PR","08/2025","1","1"
"410865","GOIOXIM","PR","08/2025","1","1"
"411780","PALMITAL","PR","08/2025","0","0"
"411360","LOBATO","PR","08/2025","0","0"
"412217","RIO BRANCO DO IVAÍ","PR","08/2025","1","1"
"412710","TELÊMACO BORBA","PR","08/2025","0","0"
"411900","PÉROLA DOESTE","PR","08/2025","1","1"
"411545","MARQUINHO","PR","08/2025","2","2"
"410180","ARAUCÁRIA","PR","08/2025","0","0"
"410630","CORBÉLIA","PR","08/2025","0","0"
"411730","ORTIGUEIRA","PR","08/2025","1","1"
"411440","MANGUEIRINHA","PR","08/2025","1","1"
"410550","CIANORTE","PR","08/2025","0","0"
"410490","CASTRO","PR","08/2025","0","0"
"411450","MANOEL RIBAS","PR","08/2025","4","6"
"410170","ARARUNA","PR","08/2025","1","1"
"410580","COLOMBO","PR","08/2025","1","1"
"412863","DOUTOR ULYSSES","PR","08/2025","1","1"
"410840","FRANCISCO BELTRÃO","PR","08/2025","0","0"
"411460","MARECHAL CÂNDIDO RONDON","PR","08/2025","0","0"
"410370","CAMBÉ","PR","08/2025","1","1"
"412660","SIQUEIRA CAMPOS","PR","08/2025","1","1"
"411300","JUSSARA","PR","08/2025","0","0"
"412060","PRUDENTÓPOLIS","PR","08/2025","2","2"
"411480","MARIALVA","PR","08/2025","1","1"
"412175","RESERVA DO IGUAÇU","PR","08/2025","38","63"
"412770","TOLEDO","PR","08/2025","2","2"
"411342","LIDIANÓPOLIS","PR","08/2025","1","1"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","08/2025","2","4"
"410480","CASCAVEL","PR","08/2025","11","13"
