"Código","Unidade Territorial","UF","Referência","Quantidade de pessoas em famílias beneficiárias do Programa Bolsa Família em situação de pobreza, segundo a faixa do Programa*","Quantidade de pessoas em famílias de baixa renda** beneficiárias do Programa Bolsa Família","Quantidade de pessoas em famílias com renda per capita mensal acima de meio salário-mínimo*** beneficiárias do Programa Bolsa Família"
"410010","ABATIÁ","PR","08/2026","811","352","0"
"410010","ABATIÁ","PR","06/2026","825","351","0"
"410010","ABATIÁ","PR","05/2026","828","332","0"
"410010","ABATIÁ","PR","04/2026","823","381","0"
"410010","ABATIÁ","PR","03/2026","837","383","0"
"410010","ABATIÁ","PR","02/2026","819","437","0"
"410010","ABATIÁ","PR","05/2025","970","414","0"
"410010","ABATIÁ","PR","08/2025","882","426","0"
"410010","ABATIÁ","PR","03/2025","973","449","0"
"410010","ABATIÁ","PR","09/2025","859","448","0"
"410010","ABATIÁ","PR","10/2025","836","446","0"
"410010","ABATIÁ","PR","11/2025","826","419","0"
"410010","ABATIÁ","PR","06/2025","979","413","0"
"410010","ABATIÁ","PR","12/2025","821","422","0"
"410010","ABATIÁ","PR","04/2025","969","432","0"
"410010","ABATIÁ","PR","01/2026","805","436","0"
"410010","ABATIÁ","PR","02/2025","1030","408","0"
"410010","ABATIÁ","PR","07/2025","934","420","0"
"410010","ABATIÁ","PR","10/2024","1019","399","0"
"410010","ABATIÁ","PR","08/2024","1041","391","0"
"410010","ABATIÁ","PR","10/2023","1068","382","0"
"410010","ABATIÁ","PR","06/2024","1138","359","0"
"410010","ABATIÁ","PR","01/2025","1007","413","0"
"410010","ABATIÁ","PR","05/2024","1132","382","0"
"410010","ABATIÁ","PR","12/2024","1062","362","0"
"410010","ABATIÁ","PR","09/2024","1062","371","0"
"410010","ABATIÁ","PR","07/2024","1040","428","0"
"410010","ABATIÁ","PR","11/2024","1057","379","0"
"410010","ABATIÁ","PR","03/2024","1051","395","0"
"410010","ABATIÁ","PR","02/2024","1056","374","0"
"410010","ABATIÁ","PR","04/2024","1109","393","0"
"410010","ABATIÁ","PR","05/2023","1081","333","0"
"410010","ABATIÁ","PR","09/2023","1055","383","0"
"410010","ABATIÁ","PR","02/2023","1172","271","0"
"410010","ABATIÁ","PR","03/2023","1138","277","0"
"410010","ABATIÁ","PR","08/2023","1046","383","0"
"410010","ABATIÁ","PR","07/2023","1018","438","0"
"410010","ABATIÁ","PR","06/2023","1091","334","0"
"410010","ABATIÁ","PR","12/2023","1049","404","0"
"410010","ABATIÁ","PR","01/2024","1049","397","0"
"410010","ABATIÁ","PR","11/2023","1032","421","0"
"410010","ABATIÁ","PR","04/2023","1123","304","0"
"410020","ADRIANÓPOLIS","PR","08/2024","1235","336","0"
"410020","ADRIANÓPOLIS","PR","08/2023","1195","367","0"
"410020","ADRIANÓPOLIS","PR","11/2023","1217","365","0"
"410020","ADRIANÓPOLIS","PR","05/2023","1220","291","0"
"410020","ADRIANÓPOLIS","PR","06/2023","1210","307","0"
"410020","ADRIANÓPOLIS","PR","02/2023","1227","239","0"
"410020","ADRIANÓPOLIS","PR","03/2023","1214","251","0"
"410020","ADRIANÓPOLIS","PR","10/2023","1232","355","0"
"410020","ADRIANÓPOLIS","PR","12/2023","1236","343","0"
"410020","ADRIANÓPOLIS","PR","01/2024","1231","355","0"
"410020","ADRIANÓPOLIS","PR","07/2023","1181","402","0"
"410020","ADRIANÓPOLIS","PR","04/2023","1234","271","0"
"410020","ADRIANÓPOLIS","PR","09/2023","1224","355","0"
"410020","ADRIANÓPOLIS","PR","04/2024","1264","332","0"
"410020","ADRIANÓPOLIS","PR","12/2024","1172","359","0"
"410020","ADRIANÓPOLIS","PR","02/2024","1238","347","0"
"410020","ADRIANÓPOLIS","PR","11/2024","1175","372","0"
"410020","ADRIANÓPOLIS","PR","06/2024","1277","299","0"
"410020","ADRIANÓPOLIS","PR","09/2024","1249","325","0"
"410020","ADRIANÓPOLIS","PR","03/2024","1237","325","0"
"410020","ADRIANÓPOLIS","PR","07/2024","1233","346","0"
"410020","ADRIANÓPOLIS","PR","01/2025","1136","359","0"
"410020","ADRIANÓPOLIS","PR","10/2024","1165","376","0"
"410020","ADRIANÓPOLIS","PR","05/2024","1267","306","0"
"410020","ADRIANÓPOLIS","PR","03/2025","1185","335","0"
"410020","ADRIANÓPOLIS","PR","09/2025","1080","281","0"
"410020","ADRIANÓPOLIS","PR","04/2025","1182","311","0"
"410020","ADRIANÓPOLIS","PR","10/2025","1049","309","0"
"410020","ADRIANÓPOLIS","PR","01/2026","1044","295","0"
"410020","ADRIANÓPOLIS","PR","06/2025","1186","300","0"
"410020","ADRIANÓPOLIS","PR","08/2025","1086","296","0"
"410020","ADRIANÓPOLIS","PR","02/2025","1130","338","0"
"410020","ADRIANÓPOLIS","PR","11/2025","1040","289","0"
"410020","ADRIANÓPOLIS","PR","07/2025","1147","288","0"
"410020","ADRIANÓPOLIS","PR","12/2025","1057","283","0"
"410020","ADRIANÓPOLIS","PR","05/2025","1181","300","0"
"410020","ADRIANÓPOLIS","PR","02/2026","1044","301","0"
"410020","ADRIANÓPOLIS","PR","03/2026","1047","273","0"
"410020","ADRIANÓPOLIS","PR","04/2026","1118","259","0"
"410020","ADRIANÓPOLIS","PR","05/2026","1091","278","0"
"410020","ADRIANÓPOLIS","PR","06/2026","1101","283","0"
"410020","ADRIANÓPOLIS","PR","08/2026","1083","285","0"
"410030","AGUDOS DO SUL","PR","10/2023","2722","350","0"
"410030","AGUDOS DO SUL","PR","05/2023","2620","187","0"
"410030","AGUDOS DO SUL","PR","12/2023","2643","459","0"
"410030","AGUDOS DO SUL","PR","06/2023","2633","188","0"
"410030","AGUDOS DO SUL","PR","01/2024","2639","462","0"
"410030","AGUDOS DO SUL","PR","02/2023","2622","207","0"
"410030","AGUDOS DO SUL","PR","03/2023","2556","193","0"
"410030","AGUDOS DO SUL","PR","07/2023","2370","428","0"
"410030","AGUDOS DO SUL","PR","09/2023","2625","366","0"
"410030","AGUDOS DO SUL","PR","04/2023","2564","175","0"
"410030","AGUDOS DO SUL","PR","08/2023","2549","391","0"
"410030","AGUDOS DO SUL","PR","11/2023","2608","469","0"
"410030","AGUDOS DO SUL","PR","02/2024","2661","444","0"
"410030","AGUDOS DO SUL","PR","06/2024","2599","493","0"
"410030","AGUDOS DO SUL","PR","12/2024","2488","547","0"
"410030","AGUDOS DO SUL","PR","07/2024","2453","602","0"
"410030","AGUDOS DO SUL","PR","05/2024","2549","512","0"
"410030","AGUDOS DO SUL","PR","04/2024","2567","524","0"
"410030","AGUDOS DO SUL","PR","09/2024","2474","564","0"
"410030","AGUDOS DO SUL","PR","10/2024","2489","584","0"
"410030","AGUDOS DO SUL","PR","01/2025","2356","628","0"
"410030","AGUDOS DO SUL","PR","11/2024","2495","562","0"
"410030","AGUDOS DO SUL","PR","03/2024","2558","551","0"
"410030","AGUDOS DO SUL","PR","08/2024","2449","584","0"
"410030","AGUDOS DO SUL","PR","09/2025","2137","613","0"
"410030","AGUDOS DO SUL","PR","08/2025","2146","640","0"
"410030","AGUDOS DO SUL","PR","03/2025","2329","686","0"
"410030","AGUDOS DO SUL","PR","12/2025","2169","562","0"
"410030","AGUDOS DO SUL","PR","06/2025","2333","663","0"
"410030","AGUDOS DO SUL","PR","07/2025","2200","643","0"
"410030","AGUDOS DO SUL","PR","10/2025","2092","636","0"
"410030","AGUDOS DO SUL","PR","11/2025","2075","583","0"
"410030","AGUDOS DO SUL","PR","02/2025","2362","615","0"
"410030","AGUDOS DO SUL","PR","04/2025","2357","665","0"
"410030","AGUDOS DO SUL","PR","05/2025","2351","658","0"
"410030","AGUDOS DO SUL","PR","01/2026","2183","546","0"
"410030","AGUDOS DO SUL","PR","02/2026","2158","569","0"
"410030","AGUDOS DO SUL","PR","03/2026","2159","526","0"
"410030","AGUDOS DO SUL","PR","04/2026","2124","542","0"
"410030","AGUDOS DO SUL","PR","05/2026","2243","522","0"
"410030","AGUDOS DO SUL","PR","06/2026","2284","519","0"
"410030","AGUDOS DO SUL","PR","08/2026","2296","494","0"
"410040","ALMIRANTE TAMANDARÉ","PR","03/2023","15692","2130","0"
"410040","ALMIRANTE TAMANDARÉ","PR","05/2023","15907","2149","0"
"410040","ALMIRANTE TAMANDARÉ","PR","04/2023","15686","2045","0"
"410040","ALMIRANTE TAMANDARÉ","PR","12/2023","14896","5017","0"
"410040","ALMIRANTE TAMANDARÉ","PR","01/2024","14958","4967","0"
"410040","ALMIRANTE TAMANDARÉ","PR","07/2023","13070","4725","0"
"410040","ALMIRANTE TAMANDARÉ","PR","08/2023","14711","4371","0"
"410040","ALMIRANTE TAMANDARÉ","PR","02/2023","16187","2246","0"
"410040","ALMIRANTE TAMANDARÉ","PR","11/2023","14611","5110","0"
"410040","ALMIRANTE TAMANDARÉ","PR","09/2023","15208","4266","0"
"410040","ALMIRANTE TAMANDARÉ","PR","10/2023","15581","4248","0"
"410040","ALMIRANTE TAMANDARÉ","PR","06/2023","15814","2260","0"
"410040","ALMIRANTE TAMANDARÉ","PR","04/2024","14380","5276","0"
"410040","ALMIRANTE TAMANDARÉ","PR","01/2025","13436","5694","0"
"410040","ALMIRANTE TAMANDARÉ","PR","02/2024","15135","4771","0"
"410040","ALMIRANTE TAMANDARÉ","PR","03/2024","14326","5310","0"
"410040","ALMIRANTE TAMANDARÉ","PR","07/2024","14139","5521","0"
"410040","ALMIRANTE TAMANDARÉ","PR","10/2024","14381","5569","0"
"410040","ALMIRANTE TAMANDARÉ","PR","12/2024","14376","5303","0"
"410040","ALMIRANTE TAMANDARÉ","PR","09/2024","14077","5281","0"
"410040","ALMIRANTE TAMANDARÉ","PR","05/2024","14242","5181","0"
"410040","ALMIRANTE TAMANDARÉ","PR","06/2024","14193","5080","0"
"410040","ALMIRANTE TAMANDARÉ","PR","11/2024","14455","5457","0"
"410040","ALMIRANTE TAMANDARÉ","PR","08/2024","14156","5445","0"
"410040","ALMIRANTE TAMANDARÉ","PR","02/2025","13838","5656","0"
"410040","ALMIRANTE TAMANDARÉ","PR","11/2025","12461","4410","0"
"410040","ALMIRANTE TAMANDARÉ","PR","06/2025","13895","5794","0"
"410040","ALMIRANTE TAMANDARÉ","PR","09/2025","12611","4763","0"
"410040","ALMIRANTE TAMANDARÉ","PR","10/2025","12470","4765","0"
"410040","ALMIRANTE TAMANDARÉ","PR","07/2025","13244","5018","0"
"410040","ALMIRANTE TAMANDARÉ","PR","01/2026","13632","4362","0"
"410040","ALMIRANTE TAMANDARÉ","PR","03/2025","13869","5953","0"
"410040","ALMIRANTE TAMANDARÉ","PR","08/2025","12696","4814","0"
"410040","ALMIRANTE TAMANDARÉ","PR","12/2025","13606","4253","0"
"410040","ALMIRANTE TAMANDARÉ","PR","05/2025","13836","5816","0"
"410040","ALMIRANTE TAMANDARÉ","PR","04/2025","13853","5897","0"
"410040","ALMIRANTE TAMANDARÉ","PR","02/2026","13537","4478","0"
"410040","ALMIRANTE TAMANDARÉ","PR","03/2026","13453","4245","0"
"410040","ALMIRANTE TAMANDARÉ","PR","04/2026","13369","4147","0"
"410040","ALMIRANTE TAMANDARÉ","PR","05/2026","14321","4071","0"
"410040","ALMIRANTE TAMANDARÉ","PR","06/2026","15248","4084","0"
"410040","ALMIRANTE TAMANDARÉ","PR","08/2026","15246","3857","0"
"410045","ALTAMIRA DO PARANÁ","PR","11/2023","633","201","0"
"410045","ALTAMIRA DO PARANÁ","PR","08/2023","610","199","0"
"410045","ALTAMIRA DO PARANÁ","PR","06/2023","619","139","0"
"410045","ALTAMIRA DO PARANÁ","PR","09/2023","627","195","0"
"410045","ALTAMIRA DO PARANÁ","PR","12/2023","650","192","0"
"410045","ALTAMIRA DO PARANÁ","PR","10/2023","654","182","0"
"410045","ALTAMIRA DO PARANÁ","PR","04/2023","639","126","0"
"410045","ALTAMIRA DO PARANÁ","PR","02/2023","688","140","0"
"410045","ALTAMIRA DO PARANÁ","PR","07/2023","586","212","0"
"410045","ALTAMIRA DO PARANÁ","PR","03/2023","636","132","0"
"410045","ALTAMIRA DO PARANÁ","PR","05/2023","625","136","0"
"410045","ALTAMIRA DO PARANÁ","PR","01/2024","667","188","0"
"410045","ALTAMIRA DO PARANÁ","PR","11/2024","582","191","0"
"410045","ALTAMIRA DO PARANÁ","PR","07/2024","610","201","0"
"410045","ALTAMIRA DO PARANÁ","PR","08/2024","605","180","0"
"410045","ALTAMIRA DO PARANÁ","PR","10/2024","583","190","0"
"410045","ALTAMIRA DO PARANÁ","PR","03/2024","646","198","0"
"410045","ALTAMIRA DO PARANÁ","PR","04/2024","660","180","0"
"410045","ALTAMIRA DO PARANÁ","PR","12/2024","559","197","0"
"410045","ALTAMIRA DO PARANÁ","PR","05/2024","666","178","0"
"410045","ALTAMIRA DO PARANÁ","PR","02/2024","670","185","0"
"410045","ALTAMIRA DO PARANÁ","PR","06/2024","663","179","0"
"410045","ALTAMIRA DO PARANÁ","PR","09/2024","613","179","0"
"410045","ALTAMIRA DO PARANÁ","PR","01/2025","558","183","0"
"410045","ALTAMIRA DO PARANÁ","PR","08/2025","507","184","0"
"410045","ALTAMIRA DO PARANÁ","PR","12/2025","521","168","0"
"410045","ALTAMIRA DO PARANÁ","PR","09/2025","500","173","0"
"410045","ALTAMIRA DO PARANÁ","PR","01/2026","513","170","0"
"410045","ALTAMIRA DO PARANÁ","PR","07/2025","515","180","0"
"410045","ALTAMIRA DO PARANÁ","PR","04/2025","552","193","0"
"410045","ALTAMIRA DO PARANÁ","PR","10/2025","492","169","0"
"410045","ALTAMIRA DO PARANÁ","PR","03/2025","549","203","0"
"410045","ALTAMIRA DO PARANÁ","PR","11/2025","488","167","0"
"410045","ALTAMIRA DO PARANÁ","PR","02/2025","574","176","0"
"410045","ALTAMIRA DO PARANÁ","PR","06/2025","552","173","0"
"410045","ALTAMIRA DO PARANÁ","PR","05/2025","552","176","0"
"410045","ALTAMIRA DO PARANÁ","PR","02/2026","504","170","0"
"410045","ALTAMIRA DO PARANÁ","PR","03/2026","502","163","0"
"410045","ALTAMIRA DO PARANÁ","PR","04/2026","494","172","0"
"410045","ALTAMIRA DO PARANÁ","PR","05/2026","512","176","0"
"410045","ALTAMIRA DO PARANÁ","PR","06/2026","533","158","0"
"410045","ALTAMIRA DO PARANÁ","PR","08/2026","525","170","0"
"410050","ALTÔNIA","PR","11/2023","1661","675","0"
"410050","ALTÔNIA","PR","12/2023","1673","671","0"
"410050","ALTÔNIA","PR","01/2024","1673","662","0"
"410050","ALTÔNIA","PR","02/2023","2087","196","0"
"410050","ALTÔNIA","PR","10/2023","1766","583","0"
"410050","ALTÔNIA","PR","04/2023","2007","165","0"
"410050","ALTÔNIA","PR","06/2023","2012","181","0"
"410050","ALTÔNIA","PR","03/2023","1987","156","0"
"410050","ALTÔNIA","PR","07/2023","1639","603","0"
"410050","ALTÔNIA","PR","09/2023","1733","586","0"
"410050","ALTÔNIA","PR","05/2023","2021","174","0"
"410050","ALTÔNIA","PR","08/2023","1659","606","0"
"410050","ALTÔNIA","PR","03/2024","1585","687","0"
"410050","ALTÔNIA","PR","12/2024","1455","569","0"
"410050","ALTÔNIA","PR","04/2024","1616","663","0"
"410050","ALTÔNIA","PR","05/2024","1630","637","0"
"410050","ALTÔNIA","PR","07/2024","1503","642","0"
"410050","ALTÔNIA","PR","09/2024","1500","563","0"
"410050","ALTÔNIA","PR","01/2025","1416","611","0"
"410050","ALTÔNIA","PR","10/2024","1432","611","0"
"410050","ALTÔNIA","PR","11/2024","1445","597","0"
"410050","ALTÔNIA","PR","02/2024","1679","630","0"
"410050","ALTÔNIA","PR","08/2024","1483","609","0"
"410050","ALTÔNIA","PR","06/2024","1622","607","0"
"410050","ALTÔNIA","PR","12/2025","1360","444","0"
"410050","ALTÔNIA","PR","09/2025","1273","460","0"
"410050","ALTÔNIA","PR","07/2025","1383","452","0"
"410050","ALTÔNIA","PR","02/2025","1429","611","0"
"410050","ALTÔNIA","PR","11/2025","1252","432","0"
"410050","ALTÔNIA","PR","01/2026","1326","491","0"
"410050","ALTÔNIA","PR","10/2025","1263","463","0"
"410050","ALTÔNIA","PR","04/2025","1440","608","0"
"410050","ALTÔNIA","PR","03/2025","1414","633","0"
"410050","ALTÔNIA","PR","08/2025","1318","445","0"
"410050","ALTÔNIA","PR","06/2025","1447","601","0"
"410050","ALTÔNIA","PR","05/2025","1440","593","0"
"410050","ALTÔNIA","PR","02/2026","1316","479","0"
"410050","ALTÔNIA","PR","03/2026","1299","434","0"
"410050","ALTÔNIA","PR","04/2026","1345","434","0"
"410050","ALTÔNIA","PR","05/2026","1370","407","0"
"410050","ALTÔNIA","PR","06/2026","1361","416","0"
"410050","ALTÔNIA","PR","08/2026","1377","385","0"
"410060","ALTO PARANÁ","PR","04/2023","2559","260","0"
"410060","ALTO PARANÁ","PR","08/2026","2214","523","0"
"410060","ALTO PARANÁ","PR","06/2026","2245","553","0"
"410060","ALTO PARANÁ","PR","05/2026","2254","549","0"
"410060","ALTO PARANÁ","PR","04/2026","2280","512","0"
"410060","ALTO PARANÁ","PR","03/2026","2148","523","0"
"410060","ALTO PARANÁ","PR","02/2026","2143","598","0"
"410060","ALTO PARANÁ","PR","05/2025","2380","758","0"
"410060","ALTO PARANÁ","PR","03/2025","2379","790","0"
"410060","ALTO PARANÁ","PR","11/2025","2100","543","0"
"410060","ALTO PARANÁ","PR","10/2025","2093","675","0"
"410060","ALTO PARANÁ","PR","12/2025","2240","520","0"
"410060","ALTO PARANÁ","PR","02/2025","2375","752","0"
"410060","ALTO PARANÁ","PR","07/2025","2287","695","0"
"410060","ALTO PARANÁ","PR","06/2025","2391","752","0"
"410060","ALTO PARANÁ","PR","01/2026","2172","574","0"
"410060","ALTO PARANÁ","PR","09/2025","2146","677","0"
"410060","ALTO PARANÁ","PR","08/2025","2188","681","0"
"410060","ALTO PARANÁ","PR","04/2025","2387","776","0"
"410060","ALTO PARANÁ","PR","08/2024","2549","711","0"
"410060","ALTO PARANÁ","PR","03/2024","2532","672","0"
"410060","ALTO PARANÁ","PR","10/2024","2508","770","0"
"410060","ALTO PARANÁ","PR","01/2025","2390","763","0"
"410060","ALTO PARANÁ","PR","06/2024","2753","595","0"
"410060","ALTO PARANÁ","PR","05/2024","2726","603","0"
"410060","ALTO PARANÁ","PR","12/2024","2528","711","0"
"410060","ALTO PARANÁ","PR","02/2024","2627","547","0"
"410060","ALTO PARANÁ","PR","09/2024","2522","702","0"
"410060","ALTO PARANÁ","PR","07/2024","2545","725","0"
"410060","ALTO PARANÁ","PR","11/2024","2535","732","0"
"410060","ALTO PARANÁ","PR","04/2024","2618","652","0"
"410060","ALTO PARANÁ","PR","08/2023","2415","492","0"
"410060","ALTO PARANÁ","PR","06/2023","2531","298","0"
"410060","ALTO PARANÁ","PR","10/2023","2612","462","0"
"410060","ALTO PARANÁ","PR","01/2024","2531","558","0"
"410060","ALTO PARANÁ","PR","07/2023","2362","566","0"
"410060","ALTO PARANÁ","PR","03/2023","2520","276","0"
"410060","ALTO PARANÁ","PR","11/2023","2487","594","0"
"410060","ALTO PARANÁ","PR","09/2023","2506","474","0"
"410060","ALTO PARANÁ","PR","12/2023","2514","577","0"
"410060","ALTO PARANÁ","PR","02/2023","2517","307","0"
"410060","ALTO PARANÁ","PR","05/2023","2567","272","0"
"410070","ALTO PIQUIRI","PR","08/2026","1518","296","0"
"410070","ALTO PIQUIRI","PR","12/2023","1501","687","0"
"410070","ALTO PIQUIRI","PR","02/2023","2035","223","0"
"410070","ALTO PIQUIRI","PR","04/2023","1943","217","0"
"410070","ALTO PIQUIRI","PR","01/2024","1510","685","0"
"410070","ALTO PIQUIRI","PR","08/2023","1563","605","0"
"410070","ALTO PIQUIRI","PR","09/2023","1616","587","0"
"410070","ALTO PIQUIRI","PR","07/2023","1556","628","0"
"410070","ALTO PIQUIRI","PR","05/2023","1928","240","0"
"410070","ALTO PIQUIRI","PR","11/2023","1495","706","0"
"410070","ALTO PIQUIRI","PR","10/2023","1625","584","0"
"410070","ALTO PIQUIRI","PR","06/2023","1888","271","0"
"410070","ALTO PIQUIRI","PR","03/2024","1468","705","0"
"410070","ALTO PIQUIRI","PR","12/2024","1342","717","0"
"410070","ALTO PIQUIRI","PR","02/2024","1550","676","0"
"410070","ALTO PIQUIRI","PR","05/2024","1551","683","0"
"410070","ALTO PIQUIRI","PR","09/2024","1443","674","0"
"410070","ALTO PIQUIRI","PR","07/2024","1424","720","0"
"410070","ALTO PIQUIRI","PR","04/2024","1488","699","0"
"410070","ALTO PIQUIRI","PR","06/2024","1563","675","0"
"410070","ALTO PIQUIRI","PR","01/2025","1278","731","0"
"410070","ALTO PIQUIRI","PR","10/2024","1360","728","0"
"410070","ALTO PIQUIRI","PR","11/2024","1337","734","0"
"410070","ALTO PIQUIRI","PR","08/2024","1432","702","0"
"410070","ALTO PIQUIRI","PR","03/2025","1265","749","0"
"410070","ALTO PIQUIRI","PR","02/2025","1279","714","0"
"410070","ALTO PIQUIRI","PR","06/2025","1267","696","0"
"410070","ALTO PIQUIRI","PR","10/2025","1167","448","0"
"410070","ALTO PIQUIRI","PR","07/2025","1225","515","0"
"410070","ALTO PIQUIRI","PR","12/2025","1343","408","0"
"410070","ALTO PIQUIRI","PR","09/2025","1147","481","0"
"410070","ALTO PIQUIRI","PR","11/2025","1178","412","0"
"410070","ALTO PIQUIRI","PR","08/2025","1185","486","0"
"410070","ALTO PIQUIRI","PR","01/2026","1330","422","0"
"410070","ALTO PIQUIRI","PR","05/2025","1266","708","0"
"410070","ALTO PIQUIRI","PR","04/2025","1266","721","0"
"410070","ALTO PIQUIRI","PR","02/2026","1319","417","0"
"410070","ALTO PIQUIRI","PR","03/2023","1924","199","0"
"410070","ALTO PIQUIRI","PR","03/2026","1339","363","0"
"410070","ALTO PIQUIRI","PR","04/2026","1463","348","0"
"410070","ALTO PIQUIRI","PR","05/2026","1465","339","0"
"410070","ALTO PIQUIRI","PR","06/2026","1488","344","0"
"410080","ALVORADA DO SUL","PR","10/2023","1383","329","0"
"410080","ALVORADA DO SUL","PR","08/2023","1248","383","0"
"410080","ALVORADA DO SUL","PR","12/2023","1382","332","0"
"410080","ALVORADA DO SUL","PR","06/2023","1210","385","0"
"410080","ALVORADA DO SUL","PR","04/2023","1209","361","0"
"410080","ALVORADA DO SUL","PR","01/2024","1418","304","0"
"410080","ALVORADA DO SUL","PR","03/2023","1186","357","0"
"410080","ALVORADA DO SUL","PR","09/2023","1327","345","0"
"410080","ALVORADA DO SUL","PR","07/2023","1198","478","0"
"410080","ALVORADA DO SUL","PR","02/2023","1219","403","0"
"410080","ALVORADA DO SUL","PR","05/2023","1218","372","0"
"410080","ALVORADA DO SUL","PR","11/2023","1367","362","0"
"410080","ALVORADA DO SUL","PR","11/2024","1529","296","0"
"410080","ALVORADA DO SUL","PR","03/2024","1458","295","0"
"410080","ALVORADA DO SUL","PR","05/2024","1556","283","0"
"410080","ALVORADA DO SUL","PR","10/2024","1531","313","0"
"410080","ALVORADA DO SUL","PR","07/2024","1522","310","0"
"410080","ALVORADA DO SUL","PR","12/2024","1587","288","0"
"410080","ALVORADA DO SUL","PR","02/2024","1473","284","0"
"410080","ALVORADA DO SUL","PR","06/2024","1586","266","0"
"410080","ALVORADA DO SUL","PR","01/2025","1560","318","0"
"410080","ALVORADA DO SUL","PR","09/2024","1545","284","0"
"410080","ALVORADA DO SUL","PR","08/2024","1532","300","0"
"410080","ALVORADA DO SUL","PR","04/2024","1505","285","0"
"410080","ALVORADA DO SUL","PR","12/2025","1603","270","0"
"410080","ALVORADA DO SUL","PR","08/2025","1502","291","0"
"410080","ALVORADA DO SUL","PR","01/2026","1591","279","0"
"410080","ALVORADA DO SUL","PR","06/2025","1585","298","0"
"410080","ALVORADA DO SUL","PR","07/2025","1517","289","0"
"410080","ALVORADA DO SUL","PR","10/2025","1512","263","0"
"410080","ALVORADA DO SUL","PR","04/2025","1583","314","0"
"410080","ALVORADA DO SUL","PR","11/2025","1485","273","0"
"410080","ALVORADA DO SUL","PR","02/2025","1592","313","0"
"410080","ALVORADA DO SUL","PR","03/2025","1580","332","0"
"410080","ALVORADA DO SUL","PR","09/2025","1493","280","0"
"410080","ALVORADA DO SUL","PR","05/2025","1585","308","0"
"410080","ALVORADA DO SUL","PR","02/2026","1582","283","0"
"410080","ALVORADA DO SUL","PR","03/2026","1559","273","0"
"410080","ALVORADA DO SUL","PR","04/2026","1542","281","0"
"410080","ALVORADA DO SUL","PR","05/2026","1589","282","0"
"410080","ALVORADA DO SUL","PR","06/2026","1671","288","0"
"410080","ALVORADA DO SUL","PR","08/2026","1625","297","0"
"410090","AMAPORÃ","PR","02/2026","924","263","0"
"410090","AMAPORÃ","PR","04/2023","1393","46","0"
"410090","AMAPORÃ","PR","11/2023","1253","209","0"
"410090","AMAPORÃ","PR","09/2023","1269","185","0"
"410090","AMAPORÃ","PR","03/2023","1393","44","0"
"410090","AMAPORÃ","PR","02/2023","1458","37","0"
"410090","AMAPORÃ","PR","05/2023","1395","61","0"
"410090","AMAPORÃ","PR","10/2023","1278","184","0"
"410090","AMAPORÃ","PR","06/2023","1371","82","0"
"410090","AMAPORÃ","PR","07/2023","1223","206","0"
"410090","AMAPORÃ","PR","12/2023","1257","220","0"
"410090","AMAPORÃ","PR","08/2023","1245","198","0"
"410090","AMAPORÃ","PR","01/2024","1267","201","0"
"410090","AMAPORÃ","PR","09/2024","1195","232","0"
"410090","AMAPORÃ","PR","04/2024","1223","231","0"
"410090","AMAPORÃ","PR","08/2024","1178","253","0"
"410090","AMAPORÃ","PR","06/2024","1264","213","0"
"410090","AMAPORÃ","PR","12/2024","1108","262","0"
"410090","AMAPORÃ","PR","02/2024","1272","190","0"
"410090","AMAPORÃ","PR","05/2024","1257","206","0"
"410090","AMAPORÃ","PR","10/2024","1120","279","0"
"410090","AMAPORÃ","PR","03/2024","1216","250","0"
"410090","AMAPORÃ","PR","07/2024","1168","263","0"
"410090","AMAPORÃ","PR","01/2025","1065","289","0"
"410090","AMAPORÃ","PR","11/2024","1120","272","0"
"410090","AMAPORÃ","PR","06/2025","1095","267","0"
"410090","AMAPORÃ","PR","07/2025","1055","273","0"
"410090","AMAPORÃ","PR","03/2025","1077","290","0"
"410090","AMAPORÃ","PR","09/2025","1020","238","0"
"410090","AMAPORÃ","PR","02/2025","1067","293","0"
"410090","AMAPORÃ","PR","11/2025","990","248","0"
"410090","AMAPORÃ","PR","05/2025","1089","278","0"
"410090","AMAPORÃ","PR","12/2025","952","246","0"
"410090","AMAPORÃ","PR","10/2025","993","256","0"
"410090","AMAPORÃ","PR","08/2025","1016","264","0"
"410090","AMAPORÃ","PR","04/2025","1084","284","0"
"410090","AMAPORÃ","PR","01/2026","943","246","0"
"410090","AMAPORÃ","PR","03/2026","906","235","0"
"410090","AMAPORÃ","PR","04/2026","995","234","0"
"410090","AMAPORÃ","PR","05/2026","996","238","0"
"410090","AMAPORÃ","PR","06/2026","1034","242","0"
"410090","AMAPORÃ","PR","08/2026","1021","219","0"
"410100","AMPÉRE","PR","08/2023","853","555","0"
"410100","AMPÉRE","PR","04/2023","1117","351","0"
"410100","AMPÉRE","PR","02/2023","1201","348","0"
"410100","AMPÉRE","PR","06/2023","994","464","0"
"410100","AMPÉRE","PR","05/2023","1017","444","0"
"410100","AMPÉRE","PR","12/2023","828","542","0"
"410100","AMPÉRE","PR","10/2023","880","524","0"
"410100","AMPÉRE","PR","11/2023","837","548","0"
"410100","AMPÉRE","PR","09/2023","875","550","0"
"410100","AMPÉRE","PR","01/2024","848","544","0"
"410100","AMPÉRE","PR","07/2023","905","634","0"
"410100","AMPÉRE","PR","03/2023","1127","342","0"
"410100","AMPÉRE","PR","11/2024","860","533","0"
