"Código","Unidade Territorial","UF","Referência","Quantidade de pessoas em famílias beneficiárias do Programa Bolsa Família em situação de pobreza, segundo a faixa do Programa*","Quantidade de pessoas em famílias de baixa renda** beneficiárias do Programa Bolsa Família","Quantidade de pessoas em famílias com renda per capita mensal acima de meio salário-mínimo*** beneficiárias do Programa Bolsa Família"
"412700","TEIXEIRA SOARES","PR","10/2023","2325","313","0"
"412700","TEIXEIRA SOARES","PR","07/2023","2256","358","0"
"412700","TEIXEIRA SOARES","PR","01/2024","2221","401","0"
"412700","TEIXEIRA SOARES","PR","02/2023","2682","178","0"
"412700","TEIXEIRA SOARES","PR","08/2023","2260","342","0"
"412700","TEIXEIRA SOARES","PR","11/2023","2227","403","0"
"412700","TEIXEIRA SOARES","PR","12/2024","2055","434","0"
"412700","TEIXEIRA SOARES","PR","04/2024","2129","430","0"
"412700","TEIXEIRA SOARES","PR","02/2024","2186","387","0"
"412700","TEIXEIRA SOARES","PR","05/2024","2165","414","0"
"412700","TEIXEIRA SOARES","PR","09/2024","2062","449","0"
"412700","TEIXEIRA SOARES","PR","11/2024","2014","468","0"
"412700","TEIXEIRA SOARES","PR","03/2024","2099","451","0"
"412700","TEIXEIRA SOARES","PR","07/2024","2029","492","0"
"412700","TEIXEIRA SOARES","PR","01/2025","1966","483","0"
"412700","TEIXEIRA SOARES","PR","10/2024","2026","505","0"
"412700","TEIXEIRA SOARES","PR","08/2024","2035","474","0"
"412700","TEIXEIRA SOARES","PR","06/2024","2182","389","0"
"412700","TEIXEIRA SOARES","PR","04/2025","1984","469","0"
"412700","TEIXEIRA SOARES","PR","02/2025","1978","467","0"
"412700","TEIXEIRA SOARES","PR","10/2025","1866","356","0"
"412700","TEIXEIRA SOARES","PR","01/2026","1924","311","0"
"412700","TEIXEIRA SOARES","PR","07/2025","1881","420","0"
"412700","TEIXEIRA SOARES","PR","11/2025","1869","337","0"
"412700","TEIXEIRA SOARES","PR","06/2025","1992","466","0"
"412700","TEIXEIRA SOARES","PR","09/2025","1871","384","0"
"412700","TEIXEIRA SOARES","PR","12/2025","1923","314","0"
"412700","TEIXEIRA SOARES","PR","08/2025","1814","421","0"
"412700","TEIXEIRA SOARES","PR","05/2025","1982","460","0"
"412700","TEIXEIRA SOARES","PR","03/2025","1972","489","0"
"412700","TEIXEIRA SOARES","PR","02/2026","1916","324","0"
"412700","TEIXEIRA SOARES","PR","03/2026","1963","301","0"
"412700","TEIXEIRA SOARES","PR","04/2026","1976","301","0"
"412700","TEIXEIRA SOARES","PR","05/2026","1971","298","0"
"412700","TEIXEIRA SOARES","PR","06/2026","1992","303","0"
"412700","TEIXEIRA SOARES","PR","08/2026","2074","249","0"
"412710","TELÊMACO BORBA","PR","06/2024","4499","1281","0"
"412710","TELÊMACO BORBA","PR","08/2026","4030","1032","0"
"412710","TELÊMACO BORBA","PR","06/2026","3934","1130","0"
"412710","TELÊMACO BORBA","PR","05/2026","3972","1142","0"
"412710","TELÊMACO BORBA","PR","04/2026","3950","1225","0"
"412710","TELÊMACO BORBA","PR","03/2026","3950","1218","0"
"412710","TELÊMACO BORBA","PR","02/2026","3931","1267","0"
"412710","TELÊMACO BORBA","PR","04/2025","3960","1519","0"
"412710","TELÊMACO BORBA","PR","08/2025","3915","1415","0"
"412710","TELÊMACO BORBA","PR","11/2025","3669","1334","0"
"412710","TELÊMACO BORBA","PR","10/2025","3727","1409","0"
"412710","TELÊMACO BORBA","PR","12/2025","3833","1248","0"
"412710","TELÊMACO BORBA","PR","07/2025","3920","1412","0"
"412710","TELÊMACO BORBA","PR","01/2026","3735","1224","0"
"412710","TELÊMACO BORBA","PR","06/2025","3923","1486","0"
"412710","TELÊMACO BORBA","PR","09/2025","3824","1373","0"
"412710","TELÊMACO BORBA","PR","03/2025","4025","1526","0"
"412710","TELÊMACO BORBA","PR","02/2025","4093","1528","0"
"412710","TELÊMACO BORBA","PR","05/2025","3946","1504","0"
"412710","TELÊMACO BORBA","PR","10/2024","4262","1462","0"
"412710","TELÊMACO BORBA","PR","11/2024","4236","1444","0"
"412710","TELÊMACO BORBA","PR","12/2024","4185","1456","0"
"412710","TELÊMACO BORBA","PR","08/2024","4326","1372","0"
"412710","TELÊMACO BORBA","PR","03/2024","4529","1362","0"
"412710","TELÊMACO BORBA","PR","04/2024","4520","1324","0"
"412710","TELÊMACO BORBA","PR","07/2024","4408","1432","0"
"412710","TELÊMACO BORBA","PR","09/2024","4200","1412","0"
"412710","TELÊMACO BORBA","PR","02/2024","4677","1286","0"
"412710","TELÊMACO BORBA","PR","05/2024","4525","1278","0"
"412710","TELÊMACO BORBA","PR","01/2025","4021","1575","0"
"412710","TELÊMACO BORBA","PR","11/2023","4405","1376","0"
"412710","TELÊMACO BORBA","PR","02/2023","4539","1232","0"
"412710","TELÊMACO BORBA","PR","09/2023","4393","1317","0"
"412710","TELÊMACO BORBA","PR","08/2023","4344","1339","0"
"412710","TELÊMACO BORBA","PR","07/2023","4215","1461","0"
"412710","TELÊMACO BORBA","PR","01/2024","4634","1287","0"
"412710","TELÊMACO BORBA","PR","06/2023","4341","1071","0"
"412710","TELÊMACO BORBA","PR","05/2023","4448","1077","0"
"412710","TELÊMACO BORBA","PR","04/2023","4350","1082","0"
"412710","TELÊMACO BORBA","PR","10/2023","4514","1285","0"
"412710","TELÊMACO BORBA","PR","12/2023","4542","1334","0"
"412710","TELÊMACO BORBA","PR","03/2023","4235","1167","0"
"412720","TERRA BOA","PR","12/2023","1054","533","0"
"412720","TERRA BOA","PR","06/2023","1255","275","0"
"412720","TERRA BOA","PR","05/2023","1259","255","0"
"412720","TERRA BOA","PR","02/2023","1289","217","0"
"412720","TERRA BOA","PR","07/2023","1136","479","0"
"412720","TERRA BOA","PR","03/2023","1250","209","0"
"412720","TERRA BOA","PR","09/2023","1145","472","0"
"412720","TERRA BOA","PR","04/2023","1261","221","0"
"412720","TERRA BOA","PR","08/2023","1137","462","0"
"412720","TERRA BOA","PR","11/2023","1072","528","0"
"412720","TERRA BOA","PR","01/2024","1026","533","0"
"412720","TERRA BOA","PR","02/2024","1007","561","0"
"412720","TERRA BOA","PR","04/2024","888","623","0"
"412720","TERRA BOA","PR","01/2025","659","717","0"
"412720","TERRA BOA","PR","03/2024","907","618","0"
"412720","TERRA BOA","PR","11/2024","694","718","0"
"412720","TERRA BOA","PR","06/2024","846","675","0"
"412720","TERRA BOA","PR","05/2024","859","660","0"
"412720","TERRA BOA","PR","12/2024","702","720","0"
"412720","TERRA BOA","PR","10/2024","692","716","0"
"412720","TERRA BOA","PR","07/2024","782","723","0"
"412720","TERRA BOA","PR","10/2023","1156","490","0"
"412720","TERRA BOA","PR","09/2024","726","717","0"
"412720","TERRA BOA","PR","08/2024","752","713","0"
"412720","TERRA BOA","PR","12/2025","792","478","0"
"412720","TERRA BOA","PR","02/2025","659","726","0"
"412720","TERRA BOA","PR","01/2026","761","500","0"
"412720","TERRA BOA","PR","04/2025","697","718","0"
"412720","TERRA BOA","PR","10/2025","665","500","0"
"412720","TERRA BOA","PR","06/2025","706","685","0"
"412720","TERRA BOA","PR","08/2025","668","564","0"
"412720","TERRA BOA","PR","11/2025","675","483","0"
"412720","TERRA BOA","PR","03/2025","658","748","0"
"412720","TERRA BOA","PR","09/2025","670","530","0"
"412720","TERRA BOA","PR","07/2025","681","579","0"
"412720","TERRA BOA","PR","05/2025","702","700","0"
"412720","TERRA BOA","PR","02/2026","753","498","0"
"412720","TERRA BOA","PR","03/2026","756","427","0"
"412720","TERRA BOA","PR","04/2026","884","409","0"
"412720","TERRA BOA","PR","05/2026","913","351","0"
"412720","TERRA BOA","PR","06/2026","889","373","0"
"412720","TERRA BOA","PR","08/2026","906","349","0"
"412730","TERRA RICA","PR","12/2023","2511","567","0"
"412730","TERRA RICA","PR","11/2023","2521","563","0"
"412730","TERRA RICA","PR","03/2023","2991","214","0"
"412730","TERRA RICA","PR","09/2023","2669","455","0"
"412730","TERRA RICA","PR","07/2023","2629","544","0"
"412730","TERRA RICA","PR","01/2024","2538","558","0"
"412730","TERRA RICA","PR","02/2023","2997","243","0"
"412730","TERRA RICA","PR","05/2023","3012","201","0"
"412730","TERRA RICA","PR","04/2023","2997","203","0"
"412730","TERRA RICA","PR","10/2023","2699","438","0"
"412730","TERRA RICA","PR","06/2023","3013","203","0"
"412730","TERRA RICA","PR","08/2023","2659","498","0"
"412730","TERRA RICA","PR","02/2024","2504","525","0"
"412730","TERRA RICA","PR","04/2024","2397","639","0"
"412730","TERRA RICA","PR","12/2024","2463","652","0"
"412730","TERRA RICA","PR","01/2025","2338","729","0"
"412730","TERRA RICA","PR","09/2024","2517","611","0"
"412730","TERRA RICA","PR","10/2024","2440","688","0"
"412730","TERRA RICA","PR","05/2024","2392","612","0"
"412730","TERRA RICA","PR","06/2024","2389","596","0"
"412730","TERRA RICA","PR","07/2024","2530","645","0"
"412730","TERRA RICA","PR","11/2024","2434","666","0"
"412730","TERRA RICA","PR","03/2024","2406","643","0"
"412730","TERRA RICA","PR","08/2024","2530","637","0"
"412730","TERRA RICA","PR","09/2025","2229","545","0"
"412730","TERRA RICA","PR","02/2025","2337","712","0"
"412730","TERRA RICA","PR","06/2025","2391","693","0"
"412730","TERRA RICA","PR","10/2025","2185","553","0"
"412730","TERRA RICA","PR","01/2026","2344","544","0"
"412730","TERRA RICA","PR","11/2025","2162","523","0"
"412730","TERRA RICA","PR","04/2025","2383","697","0"
"412730","TERRA RICA","PR","08/2025","2219","585","0"
"412730","TERRA RICA","PR","03/2025","2386","707","0"
"412730","TERRA RICA","PR","12/2025","2344","538","0"
"412730","TERRA RICA","PR","07/2025","2284","589","0"
"412730","TERRA RICA","PR","05/2025","2383","697","0"
"412730","TERRA RICA","PR","02/2026","2306","553","0"
"412730","TERRA RICA","PR","03/2026","2270","502","0"
"412730","TERRA RICA","PR","04/2026","2250","497","0"
"412730","TERRA RICA","PR","05/2026","2342","493","0"
"412730","TERRA RICA","PR","06/2026","2390","475","0"
"412730","TERRA RICA","PR","08/2026","2382","415","0"
"412740","TERRA ROXA","PR","10/2024","1297","523","0"
"412740","TERRA ROXA","PR","10/2023","1502","321","0"
"412740","TERRA ROXA","PR","11/2023","1451","376","0"
"412740","TERRA ROXA","PR","04/2023","1467","198","0"
"412740","TERRA ROXA","PR","01/2024","1506","369","0"
"412740","TERRA ROXA","PR","03/2023","1456","215","0"
"412740","TERRA ROXA","PR","06/2023","1485","214","0"
"412740","TERRA ROXA","PR","02/2023","1469","223","0"
"412740","TERRA ROXA","PR","09/2023","1437","323","0"
"412740","TERRA ROXA","PR","07/2023","1354","387","0"
"412740","TERRA ROXA","PR","05/2023","1491","199","0"
"412740","TERRA ROXA","PR","08/2023","1391","333","0"
"412740","TERRA ROXA","PR","12/2023","1477","365","0"
"412740","TERRA ROXA","PR","11/2024","1297","527","0"
"412740","TERRA ROXA","PR","12/2024","1381","485","0"
"412740","TERRA ROXA","PR","04/2024","1416","446","0"
"412740","TERRA ROXA","PR","01/2025","1362","523","0"
"412740","TERRA ROXA","PR","05/2024","1434","426","0"
"412740","TERRA ROXA","PR","02/2024","1528","365","0"
"412740","TERRA ROXA","PR","09/2024","1345","481","0"
"412740","TERRA ROXA","PR","03/2024","1415","446","0"
"412740","TERRA ROXA","PR","08/2024","1325","525","0"
"412740","TERRA ROXA","PR","06/2024","1444","415","0"
"412740","TERRA ROXA","PR","07/2024","1299","534","0"
"412740","TERRA ROXA","PR","07/2025","1427","501","0"
"412740","TERRA ROXA","PR","02/2025","1404","523","0"
"412740","TERRA ROXA","PR","09/2025","1379","495","0"
"412740","TERRA ROXA","PR","04/2025","1425","540","0"
"412740","TERRA ROXA","PR","12/2025","1500","433","0"
"412740","TERRA ROXA","PR","01/2026","1508","438","0"
"412740","TERRA ROXA","PR","10/2025","1378","478","0"
"412740","TERRA ROXA","PR","11/2025","1346","441","0"
"412740","TERRA ROXA","PR","03/2025","1408","556","0"
"412740","TERRA ROXA","PR","08/2025","1388","497","0"
"412740","TERRA ROXA","PR","06/2025","1434","537","0"
"412740","TERRA ROXA","PR","05/2025","1427","533","0"
"412740","TERRA ROXA","PR","02/2026","1497","452","0"
"412740","TERRA ROXA","PR","03/2026","1461","457","0"
"412740","TERRA ROXA","PR","04/2026","1405","481","0"
"412740","TERRA ROXA","PR","05/2026","1449","466","0"
"412740","TERRA ROXA","PR","06/2026","1454","466","0"
"412740","TERRA ROXA","PR","08/2026","1518","436","0"
"412750","TIBAGI","PR","03/2023","5611","541","0"
"412750","TIBAGI","PR","06/2023","5665","578","0"
"412750","TIBAGI","PR","08/2023","5094","1260","0"
"412750","TIBAGI","PR","09/2023","5299","1183","0"
"412750","TIBAGI","PR","04/2023","5661","526","0"
"412750","TIBAGI","PR","05/2023","5705","549","0"
"412750","TIBAGI","PR","12/2023","5155","1345","0"
"412750","TIBAGI","PR","11/2023","5099","1361","0"
"412750","TIBAGI","PR","10/2023","5446","1147","0"
"412750","TIBAGI","PR","07/2023","4928","1317","0"
"412750","TIBAGI","PR","02/2023","5924","592","0"
"412750","TIBAGI","PR","01/2024","5204","1291","0"
"412750","TIBAGI","PR","01/2025","4566","1396","0"
"412750","TIBAGI","PR","06/2024","5226","1249","0"
"412750","TIBAGI","PR","02/2024","5286","1262","0"
"412750","TIBAGI","PR","07/2024","4862","1422","0"
"412750","TIBAGI","PR","03/2024","4996","1442","0"
"412750","TIBAGI","PR","04/2024","5058","1382","0"
"412750","TIBAGI","PR","10/2024","4635","1458","0"
"412750","TIBAGI","PR","12/2024","4729","1333","0"
"412750","TIBAGI","PR","05/2024","5224","1302","0"
"412750","TIBAGI","PR","08/2026","4271","1049","0"
"412750","TIBAGI","PR","09/2024","4848","1299","0"
"412750","TIBAGI","PR","11/2024","4653","1409","0"
"412750","TIBAGI","PR","08/2024","4842","1380","0"
"412750","TIBAGI","PR","05/2025","4641","1319","0"
"412750","TIBAGI","PR","09/2025","4372","1245","0"
"412750","TIBAGI","PR","01/2026","4213","1225","0"
"412750","TIBAGI","PR","07/2025","4327","1152","0"
"412750","TIBAGI","PR","06/2025","4631","1310","0"
"412750","TIBAGI","PR","02/2025","4576","1366","0"
"412750","TIBAGI","PR","10/2025","4263","1233","0"
"412750","TIBAGI","PR","11/2025","4175","1168","0"
"412750","TIBAGI","PR","03/2025","4581","1400","0"
"412750","TIBAGI","PR","12/2025","4246","1176","0"
"412750","TIBAGI","PR","08/2025","4386","1234","0"
"412750","TIBAGI","PR","04/2025","4640","1339","0"
"412750","TIBAGI","PR","02/2026","4108","1226","0"
"412750","TIBAGI","PR","03/2026","4230","1158","0"
"412750","TIBAGI","PR","04/2026","4242","1165","0"
"412750","TIBAGI","PR","05/2026","4274","1113","0"
"412750","TIBAGI","PR","06/2026","4279","1112","0"
"412760","TIJUCAS DO SUL","PR","11/2023","4326","906","0"
"412760","TIJUCAS DO SUL","PR","08/2026","3942","681","0"
"412760","TIJUCAS DO SUL","PR","06/2026","3920","738","0"
"412760","TIJUCAS DO SUL","PR","05/2026","3789","740","0"
"412760","TIJUCAS DO SUL","PR","04/2026","3556","789","0"
"412760","TIJUCAS DO SUL","PR","03/2026","3588","788","0"
"412760","TIJUCAS DO SUL","PR","02/2026","3579","856","0"
"412760","TIJUCAS DO SUL","PR","10/2025","3404","957","0"
"412760","TIJUCAS DO SUL","PR","04/2025","3807","1124","0"
"412760","TIJUCAS DO SUL","PR","07/2025","3638","987","0"
"412760","TIJUCAS DO SUL","PR","03/2025","3807","1132","0"
"412760","TIJUCAS DO SUL","PR","11/2025","3369","891","0"
"412760","TIJUCAS DO SUL","PR","12/2025","3604","837","0"
"412760","TIJUCAS DO SUL","PR","06/2025","3798","1083","0"
"412760","TIJUCAS DO SUL","PR","01/2026","3606","835","0"
"412760","TIJUCAS DO SUL","PR","02/2025","3911","1070","0"
"412760","TIJUCAS DO SUL","PR","09/2025","3436","962","0"
"412760","TIJUCAS DO SUL","PR","08/2025","3480","987","0"
"412760","TIJUCAS DO SUL","PR","05/2025","3800","1113","0"
"412760","TIJUCAS DO SUL","PR","08/2024","4131","982","0"
"412760","TIJUCAS DO SUL","PR","10/2024","4053","1031","0"
"412760","TIJUCAS DO SUL","PR","09/2024","4079","956","0"
"412760","TIJUCAS DO SUL","PR","07/2024","4117","998","0"
"412760","TIJUCAS DO SUL","PR","03/2024","4156","989","0"
"412760","TIJUCAS DO SUL","PR","05/2024","4118","960","0"
"412760","TIJUCAS DO SUL","PR","12/2024","4097","966","0"
"412760","TIJUCAS DO SUL","PR","11/2024","4064","1017","0"
"412760","TIJUCAS DO SUL","PR","06/2024","4095","938","0"
"412760","TIJUCAS DO SUL","PR","01/2025","3916","1069","0"
"412760","TIJUCAS DO SUL","PR","04/2024","4167","963","0"
"412760","TIJUCAS DO SUL","PR","02/2024","4399","806","0"
"412760","TIJUCAS DO SUL","PR","05/2023","4798","192","0"
"412760","TIJUCAS DO SUL","PR","04/2023","4849","185","0"
"412760","TIJUCAS DO SUL","PR","03/2023","4879","185","0"
"412760","TIJUCAS DO SUL","PR","07/2023","4123","793","0"
"412760","TIJUCAS DO SUL","PR","02/2023","5065","223","0"
"412760","TIJUCAS DO SUL","PR","08/2023","4146","740","0"
"412760","TIJUCAS DO SUL","PR","12/2023","4398","877","0"
"412760","TIJUCAS DO SUL","PR","06/2023","4765","219","0"
"412760","TIJUCAS DO SUL","PR","09/2023","4523","698","0"
"412760","TIJUCAS DO SUL","PR","01/2024","4433","853","0"
"412760","TIJUCAS DO SUL","PR","10/2023","4555","696","0"
"412770","TOLEDO","PR","05/2023","6900","1494","0"
"412770","TOLEDO","PR","06/2023","6787","1594","0"
"412770","TOLEDO","PR","03/2023","6653","1513","0"
"412770","TOLEDO","PR","07/2023","6252","2773","0"
"412770","TOLEDO","PR","08/2023","6506","2663","0"
"412770","TOLEDO","PR","10/2023","7164","2619","0"
"412770","TOLEDO","PR","09/2023","6873","2588","0"
"412770","TOLEDO","PR","02/2023","6649","1688","0"
"412770","TOLEDO","PR","01/2024","6804","2998","0"
"412770","TOLEDO","PR","04/2023","6800","1444","0"
"412770","TOLEDO","PR","12/2023","6827","3034","0"
"412770","TOLEDO","PR","11/2024","6735","3524","0"
"412770","TOLEDO","PR","12/2024","6955","3494","0"
"412770","TOLEDO","PR","01/2025","6783","3581","0"
"412770","TOLEDO","PR","02/2024","7243","3004","0"
"412770","TOLEDO","PR","05/2024","7030","3095","0"
"412770","TOLEDO","PR","07/2024","6677","3439","0"
"412770","TOLEDO","PR","03/2024","6671","3235","0"
"412770","TOLEDO","PR","10/2024","6754","3548","0"
"412770","TOLEDO","PR","09/2024","6622","3349","0"
"412770","TOLEDO","PR","08/2024","6650","3344","0"
"412770","TOLEDO","PR","04/2024","6920","3140","0"
"412770","TOLEDO","PR","06/2024","7146","3123","0"
"412770","TOLEDO","PR","05/2025","6922","3625","0"
"412770","TOLEDO","PR","09/2025","5895","3230","0"
"412770","TOLEDO","PR","02/2025","7072","3585","0"
"412770","TOLEDO","PR","04/2025","6932","3673","0"
"412770","TOLEDO","PR","11/2025","5601","3037","0"
"412770","TOLEDO","PR","01/2026","6172","2962","0"
"412770","TOLEDO","PR","07/2025","6428","3286","0"
"412770","TOLEDO","PR","10/2025","5759","3214","0"
"412770","TOLEDO","PR","03/2025","6947","3734","0"
"412770","TOLEDO","PR","08/2025","6145","3218","0"
"412770","TOLEDO","PR","12/2025","6299","2877","0"
"412770","TOLEDO","PR","06/2025","6920","3557","0"
"412770","TOLEDO","PR","02/2026","6184","2985","0"
"412770","TOLEDO","PR","03/2026","6099","2804","0"
"412770","TOLEDO","PR","04/2026","6653","2804","0"
"412770","TOLEDO","PR","05/2026","6592","2835","0"
"412770","TOLEDO","PR","06/2026","6636","2858","0"
"412770","TOLEDO","PR","08/2026","6831","2639","0"
"412770","TOLEDO","PR","11/2023","6685","2983","0"
"412780","TOMAZINA","PR","08/2026","1164","218","0"
"412780","TOMAZINA","PR","06/2026","1137","224","0"
"412780","TOMAZINA","PR","05/2026","1120","223","0"
"412780","TOMAZINA","PR","04/2026","1103","231","0"
"412780","TOMAZINA","PR","03/2026","1088","259","0"
"412780","TOMAZINA","PR","02/2026","1017","307","0"
"412780","TOMAZINA","PR","04/2025","1014","424","0"
"412780","TOMAZINA","PR","12/2025","1030","293","0"
"412780","TOMAZINA","PR","10/2025","999","313","0"
"412780","TOMAZINA","PR","02/2025","1033","428","0"
"412780","TOMAZINA","PR","03/2025","1012","437","0"
"412780","TOMAZINA","PR","01/2026","1017","300","0"
"412780","TOMAZINA","PR","11/2025","984","296","0"
"412780","TOMAZINA","PR","08/2025","1013","364","0"
"412780","TOMAZINA","PR","06/2025","1014","418","0"
"412780","TOMAZINA","PR","09/2025","997","351","0"
"412780","TOMAZINA","PR","07/2025","1016","387","0"
"412780","TOMAZINA","PR","05/2025","1011","421","0"
"412780","TOMAZINA","PR","05/2024","1157","428","0"
"412780","TOMAZINA","PR","08/2024","1118","405","0"
"412780","TOMAZINA","PR","06/2024","1152","430","0"
"412780","TOMAZINA","PR","04/2024","1156","426","0"
"412780","TOMAZINA","PR","10/2024","1036","418","0"
"412780","TOMAZINA","PR","09/2024","1101","396","0"
"412780","TOMAZINA","PR","01/2025","1033","426","0"
"412780","TOMAZINA","PR","12/2024","1074","413","0"
"412780","TOMAZINA","PR","07/2024","1112","403","0"
"412780","TOMAZINA","PR","11/2024","1049","419","0"
"412780","TOMAZINA","PR","02/2024","1257","345","0"
"412780","TOMAZINA","PR","03/2024","1175","403","0"
"412780","TOMAZINA","PR","08/2023","1302","326","0"
"412780","TOMAZINA","PR","07/2023","1291","348","0"
"412780","TOMAZINA","PR","10/2023","1290","333","0"
"412780","TOMAZINA","PR","02/2023","1484","205","0"
"412780","TOMAZINA","PR","04/2023","1429","185","0"
"412780","TOMAZINA","PR","05/2023","1426","189","0"
"412780","TOMAZINA","PR","09/2023","1284","333","0"
"412780","TOMAZINA","PR","03/2023","1428","184","0"
"412780","TOMAZINA","PR","01/2024","1246","349","0"
"412780","TOMAZINA","PR","06/2023","1391","213","0"
"412780","TOMAZINA","PR","12/2023","1231","374","0"
"412780","TOMAZINA","PR","11/2023","1215","381","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","12/2025","1722","534","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","12/2023","2522","514","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","07/2023","2631","421","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","11/2023","2526","530","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","06/2023","2884","112","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","09/2023","2653","379","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","02/2023","2966","102","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","10/2023","2721","373","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","01/2024","2523","486","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","03/2023","2864","89","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","04/2023","2887","96","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","08/2023","2631","400","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","11/2024","2206","599","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","12/2024","2246","585","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","05/2024","2399","534","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","10/2024","2225","630","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","03/2024","2381","592","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","04/2024","2390","565","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","07/2024","2236","645","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","09/2024","2210","589","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","02/2024","2533","477","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","06/2024","2417","536","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","01/2025","2185","634","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","08/2024","2218","636","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","05/2025","2092","646","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","09/2025","1867","608","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","02/2025","2183","623","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","07/2025","1990","571","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","01/2026","1681","547","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","10/2025","1833","611","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","06/2025","2092","645","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","03/2025","2089","673","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","11/2025","1757","556","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","08/2025","1903","601","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","04/2025","2095","656","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","02/2026","1655","564","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","03/2026","1608","527","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","04/2026","1573","526","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","05/2026","1557","523","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","06/2026","1544","538","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","08/2026","1481","522","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","05/2023","2907","108","0"
"412788","TUNAS DO PARANÁ","PR","03/2024","1839","542","0"
"412788","TUNAS DO PARANÁ","PR","08/2026","1730","355","0"
"412788","TUNAS DO PARANÁ","PR","06/2026","1750","378","0"
"412788","TUNAS DO PARANÁ","PR","05/2026","1702","390","0"
"412788","TUNAS DO PARANÁ","PR","04/2026","1655","374","0"
"412788","TUNAS DO PARANÁ","PR","03/2026","1665","376","0"
"412788","TUNAS DO PARANÁ","PR","02/2026","1683","392","0"
"412788","TUNAS DO PARANÁ","PR","07/2025","1764","393","0"
"412788","TUNAS DO PARANÁ","PR","03/2025","1774","484","0"
"412788","TUNAS DO PARANÁ","PR","05/2025","1799","467","0"
"412788","TUNAS DO PARANÁ","PR","02/2025","1824","451","0"
"412788","TUNAS DO PARANÁ","PR","12/2025","1713","342","0"
"412788","TUNAS DO PARANÁ","PR","11/2025","1601","355","0"
"412788","TUNAS DO PARANÁ","PR","01/2026","1698","381","0"
"412788","TUNAS DO PARANÁ","PR","06/2025","1822","464","0"
"412788","TUNAS DO PARANÁ","PR","10/2025","1621","391","0"
"412788","TUNAS DO PARANÁ","PR","09/2025","1659","391","0"
"412788","TUNAS DO PARANÁ","PR","04/2025","1795","470","0"
"412788","TUNAS DO PARANÁ","PR","08/2025","1684","390","0"
"412788","TUNAS DO PARANÁ","PR","11/2024","1862","491","0"
"412788","TUNAS DO PARANÁ","PR","10/2024","1858","494","0"
"412788","TUNAS DO PARANÁ","PR","02/2024","1926","462","0"
"412788","TUNAS DO PARANÁ","PR","04/2024","1866","520","0"
"412788","TUNAS DO PARANÁ","PR","09/2024","1850","471","0"
"412788","TUNAS DO PARANÁ","PR","07/2024","1836","508","0"
"412788","TUNAS DO PARANÁ","PR","05/2024","1860","488","0"
"412788","TUNAS DO PARANÁ","PR","06/2024","1922","464","0"
"412788","TUNAS DO PARANÁ","PR","01/2025","1778","472","0"
"412788","TUNAS DO PARANÁ","PR","08/2024","1847","484","0"
"412788","TUNAS DO PARANÁ","PR","12/2024","1832","462","0"
"412788","TUNAS DO PARANÁ","PR","11/2023","1861","565","0"
"412788","TUNAS DO PARANÁ","PR","09/2023","1928","477","0"
"412788","TUNAS DO PARANÁ","PR","04/2023","2045","270","0"
"412788","TUNAS DO PARANÁ","PR","10/2023","1961","465","0"
